nome,codigo,valor,intensidade,uf
PACATUBA,2309706,4,s3,Ceará
TAPIRAMUTÁ,2931301,1,s0,Bahia
GAVIÃO,2911253,1,s0,Bahia
FERNANDO DE NORONHA,2605459,0,si,Pernambuco
MADRE DE DEUS,2919926,0,si,Bahia
PAULISTANA,2207801,5,s4,Piauí
LAGARTO,2803500,0,si,Sergipe
INHUMA,2204709,4,s3,Piauí
CORDEIROS,2909000,2,s1,Bahia
SÃO BENTINHO,2513927,3,s2,Paraíba
CIDELÂNDIA,2103257,3,s2,Maranhão
CONDADO,2604601,0,si,Pernambuco
CAATIBA,2904803,0,si,Bahia
SÃO FRANCISCO,2806909,0,si,Sergipe
EXTREMOZ,2403608,0,si,Rio Grande do Norte
ALTO ALEGRE DO PINDARÉ,2100477,0,si,Maranhão
GENERAL SAMPAIO,2304608,5,s4,Ceará
PUXINANÃ,2512408,2,s1,Paraíba
POMBAL,2512101,3,s2,Paraíba
ARNEIROZ,2301505,4,s3,Ceará
CANARANA,2906204,1,s0,Bahia
IGUAÍ,2913507,0,si,Bahia
AMARGOSA,2901007,0,si,Bahia
MIRANDIBA,2609303,4,s3,Pernambuco
SOLEDADE,2516102,2,s1,Paraíba
MOITA BONITA,2804102,0,si,Sergipe
VÁRZEA NOVA,2933158,1,s0,Bahia
TAPEROÁ,2516508,3,s2,Paraíba
GENERAL MAYNARD,2802502,0,si,Sergipe
SÃO MIGUEL DO FIDALGO,2210391,4,s3,Piauí
BACABEIRA,2101251,2,s1,Maranhão
CONDADO,2504504,3,s2,Paraíba
QUIXERÉ,2311504,4,s3,Ceará
MURITIBA,2922300,0,si,Bahia
ITAJUÍPE,2915502,0,si,Bahia
RIO DO ANTÔNIO,2926806,2,s1,Bahia
SERRINHA,2413508,0,si,Rio Grande do Norte
TABULEIRO DO NORTE,2313104,4,s3,Ceará
MORRINHOS,2308906,4,s3,Ceará
SÍTIO DO QUINTO,2930766,0,si,Bahia
SENHOR DO BONFIM,2930105,4,s3,Bahia
ITAPÉ,2916203,0,si,Bahia
SERRANO DO MARANHÃO,2111789,3,s2,Maranhão
GANDU,2911204,0,si,Bahia
JAPI,2405405,2,s1,Rio Grande do Norte
NOVA IORQUE,2107308,2,s1,Maranhão
ITAQUITINGA,2607802,0,si,Pernambuco
SANTANA,2928208,3,s2,Bahia
ANAPURUS,2100808,2,s1,Maranhão
SANTANA DO PIAUÍ,2209351,4,s3,Piauí
MATIAS CARDOSO,3140852,3,s2,Minas Gerais
BARREIRAS DO PIAUÍ,2201309,3,s2,Piauí
GRAÇA,2304657,4,s3,Ceará
BEBERIBE,2302206,4,s3,Ceará
MIRAÍMA,2308377,5,s4,Ceará
IGREJA NOVA,2703205,0,si,Alagoas
SÃO JOÃO DO SOTER,2111078,0,si,Maranhão
ANÍSIO DE ABREU,2200707,4,s3,Piauí
DONA INÊS,2505709,1,s0,Paraíba
MURICI DOS PORTELAS,2206696,3,s2,Piauí
PARNAÍBA,2207702,2,s1,Piauí
BERTOLÍNIA,2201705,3,s2,Piauí
SANTANA DO MARANHÃO,2110237,3,s2,Maranhão
NOVA ESPERANÇA DO PIRIÁ,1504950,0,si,Pará
TORITAMA,2615409,4,s3,Pernambuco
TEIXEIRA DE FREITAS,2931350,0,si,Bahia
MIRANTE,2921450,0,si,Bahia
COLÔNIA LEOPOLDINA,2702108,1,s0,Alagoas
CARLOS CHAGAS,3113701,0,si,Minas Gerais
CAJAZEIRAS DO PIAUÍ,2202075,3,s2,Piauí
MAR VERMELHO,2704906,0,si,Alagoas
CONCEIÇÃO DA BARRA,3201605,0,si,Espírito Santo
PARNARAMA,2107803,1,s0,Maranhão
CAMPINAS DO PIAUÍ,2202109,4,s3,Piauí
PENALVA,2108306,1,s0,Maranhão
OLHO D'ÁGUA DO CASADO,2705804,1,s0,Alagoas
TAUÁ,2313302,5,s4,Ceará
MATA VERDE,3140555,0,si,Minas Gerais
PINDOBA,2707008,0,si,Alagoas
TUTÓIA,2112506,3,s2,Maranhão
FARIAS BRITO,2304301,4,s3,Ceará
IGAPORÃ,2913408,3,s2,Bahia
DIRCEU ARCOVERDE,2203354,4,s3,Piauí
NORDESTINA,2922656,2,s1,Bahia
MEDEIROS NETO,2921104,0,si,Bahia
JOAQUIM PIRES,2205409,2,s1,Piauí
SANTA MARIA DO CAMBUCÁ,2612703,3,s2,Pernambuco
POÇO VERDE,2805505,0,si,Sergipe
BARBALHA,2301901,4,s3,Ceará
CAMPO ALEGRE DO FIDALGO,2202117,4,s3,Piauí
PALMARES,2610004,1,s0,Pernambuco
SÃO DOMINGOS DO MARANHÃO,2110708,1,s0,Maranhão
ARAPIRACA,2700300,0,si,Alagoas
ESPERANTINA,1707405,2,s1,Tocantins
JACOBINA,2917508,1,s0,Bahia
BELO CAMPO,2903508,0,si,Bahia
ITAPIPOCA,2306405,5,s4,Ceará
VENHA-VER,2414753,3,s2,Rio Grande do Norte
ITAPOROROCA,2507101,0,si,Paraíba
ANTONINA DO NORTE,2300804,4,s3,Ceará
BOM PRINCÍPIO DO PIAUÍ,2201919,2,s1,Piauí
ALTINHO,2600807,3,s2,Pernambuco
PAÇO DO LUMIAR,2107506,3,s2,Maranhão
PATU,2409308,3,s2,Rio Grande do Norte
FORMOSA DA SERRA NEGRA,2104099,2,s1,Maranhão
ABAIARA,2300101,3,s2,Ceará
LUCENA,2508604,0,si,Paraíba
JUREMA,2608404,2,s1,Pernambuco
JOÃO LISBOA,2105500,3,s2,Maranhão
ALEGRETE DO PIAUÍ,2200277,5,s4,Piauí
CURRAL NOVO DO PIAUÍ,2203271,5,s4,Piauí
WALL FERRAZ,2211704,4,s3,Piauí
ARARENDÁ,2301257,4,s3,Ceará
MATA ROMA,2106409,1,s0,Maranhão
VERTENTES,2616209,3,s2,Pernambuco
SANTA BÁRBARA,2927507,0,si,Bahia
AURELINO LEAL,2902401,0,si,Bahia
ARARUNA,2501005,1,s0,Paraíba
MORROS,2107100,3,s2,Maranhão
DAMIÃO,2505352,2,s1,Paraíba
MIRANDA DO NORTE,2106755,0,si,Maranhão
LICÍNIO DE ALMEIDA,2919405,2,s1,Bahia
DOM EXPEDITO LOPES,2203404,4,s3,Piauí
JUCÁS,2307403,4,s3,Ceará
SOBRADINHO,2930774,3,s2,Bahia
SUMÉ,2516300,3,s2,Paraíba
ESTRELA DE ALAGOAS,2702553,1,s0,Alagoas
JUSSARI,2918555,0,si,Bahia
PINHÃO,2805208,0,si,Sergipe
MONTE SANTO,2921500,3,s2,Bahia
ARARI,2101004,0,si,Maranhão
RIO REAL,2927002,0,si,Bahia
IBIARA,2506608,3,s2,Paraíba
LAGOA,2508109,3,s2,Paraíba
BURITICUPU,2102325,1,s0,Maranhão
AMONTADA,2300754,4,s3,Ceará
TOBIAS BARRETO,2807402,0,si,Sergipe
SÃO DOMINGOS,2928950,1,s0,Bahia
CAMPO FORMOSO,2906006,4,s3,Bahia
FEIRA DA MATA,2910776,3,s2,Bahia
BARRA DE GUABIRABA,2601300,2,s1,Pernambuco
MORPARÁ,2921609,3,s2,Bahia
VITÓRIA DE SANTO ANTÃO,2616407,2,s1,Pernambuco
MONSENHOR TABOSA,2308609,5,s4,Ceará
CAMACAN,2905602,0,si,Bahia
LAGOA GRANDE DO MARANHÃO,2105963,0,si,Maranhão
NOVA VIÇOSA,2923001,0,si,Bahia
PENAFORTE,2310605,4,s3,Ceará
ÁGUA FRIA,2900405,0,si,Bahia
FRANCINÓPOLIS,2204006,3,s2,Piauí
COITÉ DO NÓIA,2702009,0,si,Alagoas
ARAÇÁS,2902054,0,si,Bahia
BUÍQUE,2602803,4,s3,Pernambuco
AMPARO DE SÃO FRANCISCO,2800100,0,si,Sergipe
BELMONTE,2903409,0,si,Bahia
CACHOEIRINHA,2603108,4,s3,Pernambuco
MONTE DAS GAMELEIRAS,2407906,1,s0,Rio Grande do Norte
BETÂNIA DO PIAUÍ,2201739,5,s4,Piauí
CRUZ DAS ALMAS,2909802,0,si,Bahia
ITAGIBÁ,2915205,0,si,Bahia
AROEIRAS DO ITAIM,2200954,5,s4,Piauí
ARATUÍPE,2902302,0,si,Bahia
CARMÓPOLIS,2801504,0,si,Sergipe
RIACHÃO,2512747,0,si,Paraíba
SANTALUZ,2928000,1,s0,Bahia
BARRA DO CHOÇA,2902906,0,si,Bahia
NOVO LINO,2705606,0,si,Alagoas
IBIRATAIA,2912905,0,si,Bahia
BARRA DE SÃO MIGUEL,2700607,0,si,Alagoas
BELÉM DO PIAUÍ,2201572,5,s4,Piauí
SEBASTIÃO LARANJEIRAS,2930006,3,s2,Bahia
CENTRO NOVO DO MARANHÃO,2103174,0,si,Maranhão
SENADOR RUI PALMEIRA,2708956,1,s0,Alagoas
MACAJUBA,2919603,0,si,Bahia
MAIQUINIQUE,2920007,0,si,Bahia
SÃO BRAZ DO PIAUÍ,2209559,4,s3,Piauí
JUSSARA,2918506,2,s1,Bahia
ALGODÃO DE JANDAÍRA,2500577,2,s1,Paraíba
SALTO DA DIVISA,3157104,0,si,Minas Gerais
CARIRA,2801405,0,si,Sergipe
NOSSA SENHORA DO SOCORRO,2804805,0,si,Sergipe
IPIRÁ,2914000,0,si,Bahia
JUCURUTU,2406106,3,s2,Rio Grande do Norte
CONGO,2504702,4,s3,Paraíba
LAGOA ALEGRE,2205557,1,s0,Piauí
BREJO GRANDE,2800704,0,si,Sergipe
SÃO ROBERTO,2111672,0,si,Maranhão
CARAVELAS,2906907,0,si,Bahia
CORRENTES,2604700,2,s1,Pernambuco
BELÉM DO SÃO FRANCISCO,2601607,5,s4,Pernambuco
BARRA DE SANTANA,2501575,3,s2,Paraíba
BRASILEIRA,2201960,3,s2,Piauí
CANHOBA,2801108,0,si,Sergipe
LAGOA SECA,2508307,2,s1,Paraíba
MORADA NOVA,2308708,4,s3,Ceará
CACHOEIRA DOS ÍNDIOS,2503308,3,s2,Paraíba
SEBASTIÃO LEAL,2210631,3,s2,Piauí
CACIMBAS,2503555,3,s2,Paraíba
SÃO JOÃO DO ARAGUAIA,1507508,2,s1,Pará
CORURIPE,2702306,0,si,Alagoas
ACAJUTIBA,2900306,0,si,Bahia
NOSSA SENHORA DA GLÓRIA,2804508,0,si,Sergipe
ALAGOA GRANDE,2500304,1,s0,Paraíba
ARAGUANÃ,2100873,1,s0,Maranhão
SIMÃO DIAS,2807105,0,si,Sergipe
PILÕES,2410009,3,s2,Rio Grande do Norte
CONCEIÇÃO DA FEIRA,2908200,0,si,Bahia
GOVERNADOR NEWTON BELLO,2104651,1,s0,Maranhão
EQUADOR,2403400,2,s1,Rio Grande do Norte
BEQUIMÃO,2101905,3,s2,Maranhão
CAMPOS BELOS,5204904,3,s2,Goiás
SÃO CAITANO,2613107,4,s3,Pernambuco
GAMELEIRA,2605905,0,si,Pernambuco
BATALHA,2700706,1,s0,Alagoas
MATIAS OLÍMPIO,2206100,2,s1,Piauí
SÃO JOSÉ DO BELMONTE,2613503,4,s3,Pernambuco
PILÃO ARCADO,2924405,3,s2,Bahia
FEIRA NOVA,2802205,0,si,Sergipe
SERRA TALHADA,2613909,4,s3,Pernambuco
BANZAÊ,2902658,1,s0,Bahia
SÃO MATEUS DO MARANHÃO,2111508,0,si,Maranhão
ARAME,2100956,2,s1,Maranhão
OURO VELHO,2510600,3,s2,Paraíba
LIMOEIRO,2608909,2,s1,Pernambuco
MARCELINO VIEIRA,2407302,3,s2,Rio Grande do Norte
JOÃO PESSOA,2507507,0,si,Paraíba
TIBAU,2411056,4,s3,Rio Grande do Norte
ITAITINGA,2306256,4,s3,Ceará
PARAIPABA,2310258,5,s4,Ceará
PIRAPEMAS,2108801,0,si,Maranhão
IGARAPÉ DO MEIO,2105153,0,si,Maranhão
PARATINGA,2923704,3,s2,Bahia
URUÇUCA,2932705,0,si,Bahia
VILA FLOR,2415008,0,si,Rio Grande do Norte
JARDIM,2307106,4,s3,Ceará
TOCANTINÓPOLIS,1721208,3,s2,Tocantins
TURURU,2313559,5,s4,Ceará
NOVO ORIENTE DO PIAUÍ,2206902,4,s3,Piauí
CARIRIAÇU,2303204,3,s2,Ceará
BEZERROS,2601904,3,s2,Pernambuco
PRESIDENTE TANCREDO NEVES,2925758,0,si,Bahia
SOBRADO,2515971,0,si,Paraíba
PIRAMBU,2805307,0,si,Sergipe
BRANQUINHA,2701100,0,si,Alagoas
SAMPAIO,1718808,3,s2,Tocantins
CANAVIEIRA,2202251,3,s2,Piauí
ARAIOSES,2100907,3,s2,Maranhão
SANTA CECÍLIA,2513158,3,s2,Paraíba
IRAUÇUBA,2306108,5,s4,Ceará
BOM JESUS,2502201,3,s2,Paraíba
MARAÚ,2920700,0,si,Bahia
BOA VENTURA,2502102,3,s2,Paraíba
COIVARAS,2202737,2,s1,Piauí
JATOBÁ,2608057,3,s2,Pernambuco
IRAMAIA,2914307,1,s0,Bahia
SÃO DOMINGOS DO CARIRI,2513943,3,s2,Paraíba
SANTA INÊS,2513356,3,s2,Paraíba
MACAPARANA,2609006,1,s0,Pernambuco
JAGUARETAMA,2306702,4,s3,Ceará
SALGUEIRO,2612208,5,s4,Pernambuco
LAJEADO NOVO,2105989,3,s2,Maranhão
BORBOREMA,2502706,0,si,Paraíba
SENADOR SÁ,2312809,4,s3,Ceará
BELÉM,2501906,0,si,Paraíba
JAGUARIBE,2306900,3,s2,Ceará
SÃO RAFAEL,2412807,3,s2,Rio Grande do Norte
MANAÍRA,2509008,3,s2,Paraíba
SÃO FRANCISCO DO PIAUÍ,2209708,4,s3,Piauí
ITAPETIM,2607703,3,s2,Pernambuco
MILAGRES DO MARANHÃO,2106672,3,s2,Maranhão
MUCUGÊ,2921906,1,s0,Bahia
PAUDALHO,2610608,0,si,Pernambuco
GOVERNADOR EUGÊNIO BARROS,2104602,0,si,Maranhão
LAJES,2406700,2,s1,Rio Grande do Norte
RAFAEL JAMBEIRO,2925956,0,si,Bahia
SANTA LUZ,2209302,3,s2,Piauí
SANTA LUZIA,2513406,3,s2,Paraíba
MARTINS,2407401,3,s2,Rio Grande do Norte
IPAPORANGA,2305654,4,s3,Ceará
SOSSÊGO,2516151,2,s1,Paraíba
RECURSOLÂNDIA,1718501,3,s2,Tocantins
ANGUERA,2901502,0,si,Bahia
BARRA DA ESTIVA,2902807,1,s0,Bahia
JAQUEIRA,2607950,1,s0,Pernambuco
CARPINA,2604007,1,s0,Pernambuco
TABOCAS DO BREJO VELHO,2930907,3,s2,Bahia
AMAPÁ DO MARANHÃO,2100550,2,s1,Maranhão
LUÍS EDUARDO MAGALHÃES,2919553,3,s2,Bahia
SÃO FÉLIX DO PIAUÍ,2209609,3,s2,Piauí
GOIATINS,1709005,3,s2,Tocantins
LUZILÂNDIA,2205805,3,s2,Piauí
LAJEDO,2608800,3,s2,Pernambuco
GIRAU DO PONCIANO,2702900,0,si,Alagoas
LAGO DOS RODRIGUES,2105948,0,si,Maranhão
CONDE,2504603,0,si,Paraíba
BATALHA,2201507,2,s1,Piauí
GAMELEIRAS,3127339,2,s1,Minas Gerais
ANTAS,2901601,0,si,Bahia
SABOEIRO,2311900,4,s3,Ceará
CANAPI,2701605,2,s1,Alagoas
ACARAÚ,2300200,4,s3,Ceará
INDIAROBA,2802809,0,si,Sergipe
MALTA,2508802,3,s2,Paraíba
PILÕEZINHOS,2511707,0,si,Paraíba
BOM JARDIM,2602209,2,s1,Pernambuco
SANTA ROSA DO PIAUÍ,2209377,4,s3,Piauí
FERNANDO PEDROZA,2403756,2,s1,Rio Grande do Norte
MARCIONÍLIO SOUZA,2920809,0,si,Bahia
BOQUEIRÃO DO PIAUÍ,2201945,2,s1,Piauí
CABEDELO,2503209,0,si,Paraíba
CONCEIÇÃO,2504405,3,s2,Paraíba
SALGADINHO,2612109,3,s2,Pernambuco
JUREMA,2205532,4,s3,Piauí
TRIZIDELA DO VALE,2112233,0,si,Maranhão
TABOLEIRO GRANDE,2413805,3,s2,Rio Grande do Norte
ESTREITO,2104057,2,s1,Maranhão
PIRIPÁ,2924702,1,s0,Bahia
SATUBA,2708907,0,si,Alagoas
OLINDA NOVA DO MARANHÃO,2107456,0,si,Maranhão
PIRES FERREIRA,2310951,4,s3,Ceará
BENEDITO LEITE,2101806,3,s2,Maranhão
SÃO JOÃO DA VARJOTA,2209955,4,s3,Piauí
JOCA CLAUDINO,2513653,3,s2,Paraíba
SANTA CRUZ,2411205,2,s1,Rio Grande do Norte
MUQUÉM DO SÃO FRANCISCO,2922250,3,s2,Bahia
AÇAILÂNDIA,2100055,2,s1,Maranhão
SANTA QUITÉRIA,2312205,5,s4,Ceará
SÃO JOSÉ DO BONFIM,2514602,3,s2,Paraíba
CRAÍBAS,2702355,1,s0,Alagoas
LAGOA DE PEDRAS,2406304,0,si,Rio Grande do Norte
PAULO RAMOS,2108108,0,si,Maranhão
ESPERANTINÓPOLIS,2104008,0,si,Maranhão
JARDIM DO SERIDÓ,2405702,2,s1,Rio Grande do Norte
ARACOIABA,2301208,4,s3,Ceará
MARIZÓPOLIS,2509156,3,s2,Paraíba
PITIMBU,2511905,0,si,Paraíba
SANTA QUITÉRIA DO MARANHÃO,2110104,3,s2,Maranhão
JATI,2307205,4,s3,Ceará
IATI,2606507,3,s2,Pernambuco
MORENO,2609402,0,si,Pernambuco
CUITEGI,2505204,0,si,Paraíba
ESPLANADA,2910602,0,si,Bahia
CARIDADE,2303006,5,s4,Ceará
ITAPORANGA,2507002,3,s2,Paraíba
IBOTIRAMA,2913200,3,s2,Bahia
JEQUIÉ,2918001,0,si,Bahia
MADALENA,2307635,5,s4,Ceará
TANGARÁ,2414001,1,s0,Rio Grande do Norte
TUPARETAMA,2615904,3,s2,Pernambuco
SÃO FRANCISCO DO BREJÃO,2110856,3,s2,Maranhão
RAPOSA,2109452,3,s2,Maranhão
MACAU,2407203,4,s3,Rio Grande do Norte
CHORROCHÓ,2907707,4,s3,Bahia
RIACHO DOS CAVALOS,2512804,3,s2,Paraíba
NOVO SANTO ANTÔNIO,2206951,3,s2,Piauí
TERRA NOVA,2931707,0,si,Bahia
SÃO JOAQUIM DO MONTE,2613305,3,s2,Pernambuco
MILTON BRANDÃO,2206357,4,s3,Piauí
NOVO ORIENTE,2309409,5,s4,Ceará
JENIPAPO DOS VIEIRAS,2105476,2,s1,Maranhão
PRESIDENTE JÂNIO QUADROS,2925709,2,s1,Bahia
TANQUE D'ARCA,2709004,0,si,Alagoas
VEREDA,2933257,0,si,Bahia
ALMINO AFONSO,2400604,3,s2,Rio Grande do Norte
SANTA TEREZINHA,2612802,3,s2,Pernambuco
BARRA DO MENDES,2903003,2,s1,Bahia
MORAÚJO,2308807,4,s3,Ceará
CAMPO LARGO DO PIAUÍ,2202174,1,s0,Piauí
SÃO PEDRO DOS CRENTES,2111573,2,s1,Maranhão
SIMÕES FILHO,2930709,0,si,Bahia
CUBATI,2505006,2,s1,Paraíba
CUPIRA,2605004,2,s1,Pernambuco
BOCA DA MATA,2701001,0,si,Alagoas
ARAMARI,2902203,0,si,Bahia
APICUM-AÇU,2100832,3,s2,Maranhão
ANTÔNIO CARDOSO,2901700,0,si,Bahia
ALHANDRA,2500601,0,si,Paraíba
SÃO JOSÉ DA LAJE,2708303,1,s0,Alagoas
PARAZINHO,2408805,1,s0,Rio Grande do Norte
ARACATI,2301109,4,s3,Ceará
SANTANA DO IPANEMA,2708006,2,s1,Alagoas
SÁTIRO DIAS,2929701,0,si,Bahia
MONTEZUMA,3143450,2,s1,Minas Gerais
ARATUBA,2301406,5,s4,Ceará
UMBURATIBA,3170305,0,si,Minas Gerais
MAURITI,2308104,3,s2,Ceará
FREI PAULO,2802304,0,si,Sergipe
BODÓ,2401651,2,s1,Rio Grande do Norte
OLIVENÇA,2706000,1,s0,Alagoas
EUNÁPOLIS,2910727,0,si,Bahia
SÍTIO DO MATO,2930758,3,s2,Bahia
NOVA OLINDA,2309201,4,s3,Ceará
NILO PEÇANHA,2922607,0,si,Bahia
PARNAGUÁ,2207603,3,s2,Piauí
SANTA INÊS,2927903,0,si,Bahia
AMÉLIA RODRIGUES,2901106,0,si,Bahia
GUARACIABA DO NORTE,2305001,4,s3,Ceará
MACAÚBAS,2919801,3,s2,Bahia
CAPELA DO ALTO ALEGRE,2906857,1,s0,Bahia
BARROQUINHA,2302057,2,s1,Ceará
IBICUITINGA,2305332,4,s3,Ceará
GUARANI DE GOIÁS,5209408,3,s2,Goiás
UIBAÍ,2932408,2,s1,Bahia
RIO DO FOGO,2408953,0,si,Rio Grande do Norte
SERRA PRETA,2930402,0,si,Bahia
JAGUAQUARA,2917607,0,si,Bahia
CARIDADE DO PIAUÍ,2202554,5,s4,Piauí
ITACARÉ,2914901,0,si,Bahia
IPUEIRAS,2305902,4,s3,Ceará
ANAJATUBA,2100709,1,s0,Maranhão
ELÍSIO MEDRADO,2910305,0,si,Bahia
BERTÓPOLIS,3106606,0,si,Minas Gerais
CURRAL VELHO,2505303,3,s2,Paraíba
BERNARDINO BATISTA,2502052,3,s2,Paraíba
SÃO JOÃO DA SERRA,2209906,3,s2,Piauí
NOVA CRUZ,2408300,0,si,Rio Grande do Norte
NOVA RUSSAS,2309300,4,s3,Ceará
SÃO JOSÉ DE PIRANHAS,2514503,3,s2,Paraíba
CAETITÉ,2905206,3,s2,Bahia
ENCRUZILHADA,2910404,0,si,Bahia
MONTEIRÓPOLIS,2705408,1,s0,Alagoas
ALMADINA,2900900,0,si,Bahia
BAÍA DA TRAIÇÃO,2501401,0,si,Paraíba
AREIAL,2501203,2,s1,Paraíba
FILADÉLFIA,2910859,4,s3,Bahia
JUCATI,2608255,3,s2,Pernambuco
DOM INOCÊNCIO,2203453,4,s3,Piauí
POÇÃO,2611200,5,s4,Pernambuco
VIÇOSA,2709400,1,s0,Alagoas
CACHOEIRA,2904902,0,si,Bahia
UMARIZAL,2414506,3,s2,Rio Grande do Norte
BURITIRAMA,2904753,3,s2,Bahia
BONITO,2602308,2,s1,Pernambuco
CAIÇARA DO NORTE,2401859,2,s1,Rio Grande do Norte
ARAUÁ,2800407,0,si,Sergipe
NINHEIRA,3144656,1,s0,Minas Gerais
VERA MENDES,2211506,5,s4,Piauí
TERESINA,2211001,2,s1,Piauí
IGACI,2703106,1,s0,Alagoas
SÃO JOSÉ DO SABUGI,2514701,2,s1,Paraíba
CACIMBINHAS,2701209,1,s0,Alagoas
JAPARATINGA,2703601,0,si,Alagoas
PENDÊNCIAS,2409902,3,s2,Rio Grande do Norte
MACAÍBA,2407104,0,si,Rio Grande do Norte
CRISTÓPOLIS,2909703,3,s2,Bahia
BARRA D'ALCÂNTARA,2201176,4,s3,Piauí
ITARANTIM,2916807,0,si,Bahia
SÃO JOSÉ DO JACUÍPE,2929370,1,s0,Bahia
APUIARÉS,2300903,5,s4,Ceará
BARREIRINHAS,2101707,3,s2,Maranhão
LAGOA D'ANTA,2406205,0,si,Rio Grande do Norte
JEQUIÁ DA PRAIA,2703759,0,si,Alagoas
URUOCA,2313906,4,s3,Ceará
SERRA REDONDA,2515807,2,s1,Paraíba
SANTA RITA,2110203,1,s0,Maranhão
RUY BARBOSA,2927200,0,si,Bahia
JAPARATUBA,2803302,0,si,Sergipe
JUAREZ TÁVORA,2507606,1,s0,Paraíba
LAJEDINHO,2919009,0,si,Bahia
EMAS,2505907,3,s2,Paraíba
AURORA,2301703,3,s2,Ceará
GUARAMIRANGA,2305100,5,s4,Ceará
CAFARNAUM,2905305,1,s0,Bahia
FORMOSO,3126208,3,s2,Minas Gerais
JOÃO DIAS,2405900,3,s2,Rio Grande do Norte
SÃO TOMÉ,2412906,2,s1,Rio Grande do Norte
CEDRAL,2103109,3,s2,Maranhão
AURORA DO TOCANTINS,1702703,3,s2,Tocantins
DUQUE BACELAR,2103901,1,s0,Maranhão
BABAÇULÂNDIA,1703008,2,s1,Tocantins
SANTO ANTÔNIO DE LISBOA,2209401,5,s4,Piauí
SATUBINHA,2111722,0,si,Maranhão
PAES LANDIM,2207306,4,s3,Piauí
PIANCÓ,2511301,3,s2,Paraíba
QUEIMADA NOVA,2208650,5,s4,Piauí
AIUABA,2300408,5,s4,Ceará
PONTO NOVO,2925253,2,s1,Bahia
SANTA CRUZ DO CAPIBARIBE,2612505,4,s3,Pernambuco
IBIRAPUÃ,2912806,0,si,Bahia
ISAÍAS COELHO,2204907,5,s4,Piauí
TEOTÔNIO VILELA,2709152,0,si,Alagoas
SÍTIO D'ABADIA,5220702,3,s2,Goiás
RIACHO DE SANTANA,2926400,3,s2,Bahia
PLANALTO,2925006,0,si,Bahia
CALDAS BRANDÃO,2503803,0,si,Paraíba
ÁGUA BRANCA,2700102,2,s1,Alagoas
POMBOS,2611309,2,s1,Pernambuco
VALENÇA DO PIAUÍ,2211308,4,s3,Piauí
POÇO BRANCO,2410108,0,si,Rio Grande do Norte
FLORESTA AZUL,2911006,0,si,Bahia
SÃO GONÇALO DO GURGUÉIA,2209757,3,s2,Piauí
CATOLÂNDIA,2907400,3,s2,Bahia
SEABRA,2929909,2,s1,Bahia
MIGUEL ALVES,2206209,1,s0,Piauí
VISEU,1508308,2,s1,Pará
GURINHÉM,2506400,0,si,Paraíba
MAURILÂNDIA DO TOCANTINS,1712801,3,s2,Tocantins
JOCA MARQUES,2205458,3,s2,Piauí
SERRITA,2614006,5,s4,Pernambuco
PEDREIRAS,2108207,0,si,Maranhão
MUCAMBO,2309003,4,s3,Ceará
CAMARAGIBE,2603454,0,si,Pernambuco
SÃO PEDRO DO PIAUÍ,2210508,2,s1,Piauí
CRISTALÂNDIA DO PIAUÍ,2203008,3,s2,Piauí
SÃO GONÇALO DO AMARANTE,2312403,5,s4,Ceará
WENCESLAU GUIMARÃES,2933505,0,si,Bahia
JOÃO COSTA,2205359,4,s3,Piauí
ITAMBÉ,2607653,0,si,Pernambuco
ASSUNÇÃO DO PIAUÍ,2201051,4,s3,Piauí
ACAUÃ,2200053,5,s4,Piauí
QUIXABA,2512606,3,s2,Paraíba
BENEDITINOS,2201606,3,s2,Piauí
PEDRO AVELINO,2409704,3,s2,Rio Grande do Norte
LAVRAS DA MANGABEIRA,2307502,3,s2,Ceará
PALMEIRA DOS ÍNDIOS,2706307,1,s0,Alagoas
BREJÕES,2904308,0,si,Bahia
NANUQUE,3144300,0,si,Minas Gerais
ANTÔNIO GONÇALVES,2901809,4,s3,Bahia
RIACHO DAS ALMAS,2611705,3,s2,Pernambuco
